OID,fid_1,id,tree_cat,Name_Tree_,Photo,Descriptio,Date,in_avgtemp,in_avghum,ot_avgtemp,ot_avghum,tree_den,build_den,dis_to_bui,dis_to_wat,lat,long
-1,0,61,1,red bottle brush,C:\Users\jadoo\Downloads\nust_68.JPG,myrtaceae,04/04/2024 0:00,27.1987,36.4716988,25.3190002,45.3261986,15388,184.0310059,28.4321995,140.8919983,33.64069459,72.98660902
-1,3,3,2,spiny fiddlewood,C:\Users\jadoo\Downloads\nust_20.jpg,verbenaceae,07/12/2023 0:00,27.1690006,36.4696999,25.0021992,46.549099,6189.609863,184.0310059,13.4031,221.2519989,33.63976643,72.98652493
-1,7,1,3,chinar,C:\Users\jadoo\Downloads\nust_76.jpg,known for its leaves(star shape),07/12/2023 0:00,27.0615997,36.5494995,24.8283997,46.9575005,2836.899902,92.0154037,18.9547997,252.3560028,33.63924385,72.98679422
-1,9,3,3,chinar,C:\Users\jadoo\Downloads\nust_81.jpg,known for its leaves(star shape),07/12/2023 0:00,27.1417007,36.4902,24.8917007,46.8359985,2922.870117,92.0154037,9.4774103,242.7400055,33.6394226,72.98668232
-1,10,4,3,chinar,C:\Users\jadoo\Downloads\nust_80.jpg,known for its leaves(star shape),07/12/2023 0:00,27.1417007,36.4902,24.8917007,46.8359985,3610.600098,92.0154037,9.4774103,235.4140015,33.639451,72.9866611
-1,12,6,3,chinar,C:\Users\jadoo\Downloads\nust_88.jpg,known for its leaves(star shape),07/12/2023 0:00,27.1842003,36.4581985,24.9216003,46.7654991,3696.570068,184.0310059,9.4774103,234.6499939,33.63953544,72.98659707
-1,13,7,3,chinar,C:\Users\jadoo\Downloads\nust_92.jpg,known for its leaves(star shape),07/12/2023 0:00,27.1774006,36.4632988,24.9482002,46.6996994,3696.570068,184.0310059,9.4774103,234.6499939,33.6395945,72.98655283
-1,14,8,3,chinar,C:\Users\jadoo\Downloads\nust_98.jpg,known for its leaves(star shape),07/12/2023 0:00,27.2278996,36.4249992,24.9500999,46.6860008,5329.939941,184.0310059,9.4774103,227.852005,33.63964135,72.98651608
-1,15,9,3,chinar,C:\Users\jadoo\Downloads\nust_99.jpg,known for its leaves(star shape),07/12/2023 0:00,27.2231007,36.4286995,24.9764996,46.6122017,4470.27002,184.0310059,18.9547997,234.6499939,33.6396719,72.98649285
-1,16,10,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.2231007,36.4286995,24.9764996,46.6122017,4642.200195,184.0310059,21.1921005,227.852005,33.63971927,72.98648157
-1,17,11,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.1723003,36.4672012,24.9750996,46.6282997,5329.939941,184.0310059,9.4774103,227.852005,33.63967606,72.98651842
-1,18,12,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.1774006,36.4632988,24.9482002,46.6996994,5329.939941,184.0310059,9.4774103,227.852005,33.63964436,72.98653829
-1,19,13,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.1774006,36.4632988,24.9482002,46.6996994,5329.939941,184.0310059,9.4774103,227.852005,33.63962875,72.98655437
-1,20,14,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.1774006,36.4632988,24.9482002,46.6996994,3696.570068,184.0310059,9.4774103,234.6499939,33.63961456,72.98656714
-1,21,15,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.1774006,36.4632988,24.9482002,46.6996994,3696.570068,184.0310059,9.4774103,234.6499939,33.63960179,72.98657613
-1,22,16,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.1774006,36.4632988,24.9482002,46.6996994,3696.570068,184.0310059,9.4774103,234.6499939,33.63958286,72.98659127
-1,23,17,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.1327,36.4968987,24.9183006,46.7765007,4556.240234,184.0310059,0,228.2460022,33.63955117,72.98661303
-1,24,17,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.1417007,36.4902,24.8917007,46.8359985,3610.600098,92.0154037,9.4774103,235.4140015,33.63948258,72.98666554
-1,25,18,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.0891991,36.5290985,24.8868999,46.8432007,2922.870117,92.0154037,9.4774103,242.7400055,33.63942912,72.98670764
-1,26,18,4,rubber tree,C:\Users\jadoo\Downloads\nust_44.jpg,can go upto 140ft in height and are ever green trees,07/12/2023 0:00,27.1007004,36.5206985,24.8605995,46.8991013,3094.800049,92.0154037,0,236.9349976,33.63940471,72.9867328
-1,34,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5781994,33.4122009,27.4848003,37.0950012,7479.109863,184.0310059,13.4031,370.105011,33.64513569,72.98825098
-1,35,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5701008,33.4528999,27.5025005,37.1004982,7479.109863,184.0310059,13.4031,370.105011,33.6451203,72.98829302
-1,36,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5571003,33.4085999,27.5286999,37.0516014,9628.280273,184.0310059,9.4774103,363.2460022,33.6450863,72.98838492
-1,37,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5571003,33.4085999,27.5286999,37.0516014,9628.280273,184.0310059,9.4774103,363.2460022,33.64507428,72.9884136
-1,38,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5571003,33.4085999,27.5286999,37.0516014,10917.7998,184.0310059,13.4031,365.8330078,33.64506544,72.98843552
-1,39,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5429993,33.3709984,27.5377007,37.0730019,10917.7998,184.0310059,13.4031,365.8330078,33.64505449,72.98846243
-1,40,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5361004,33.463501,27.4890995,37.2863007,10917.7998,184.0310059,13.4031,365.8330078,33.645044,72.98848661
-1,41,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5361004,33.463501,27.4890995,37.2863007,10316,184.0310059,9.4774103,356.7590027,33.64503209,72.98850877
-1,42,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5361004,33.463501,27.4890995,37.2863007,10402,184.0310059,13.4031,359.6419983,33.6450218,72.98853338
-1,43,1,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_27.jpg,Fabaceae,08/12/2023 0:00,28.5205994,33.4345016,27.4729004,37.4091988,10402,184.0310059,13.4031,359.6419983,33.64501312,72.98855668
-1,44,2,6,pine,files/20231208105918895_image_0001.jpg,Pinaceae,08/12/2023 0:00,28.4563007,33.9009018,27.2446995,38.3376999,12809,92.0154037,18.9547997,320.6950073,33.64461902,72.98845408
-1,45,2,6,pine,C:\Users\jadoo\Downloads\nust_28.jpg,Pinaceae,08/12/2023 0:00,28.4958992,33.8702011,27.2968998,38.0091019,12981,92.0154037,21.1921005,317.7409973,33.64466471,72.98833839
-1,46,2,6,pine,C:\Users\jadoo\Downloads\nust_28.jpg,Pinaceae,08/12/2023 0:00,28.5251007,33.8254013,27.3316994,37.8013,11519.5,92.0154037,18.9547997,321.8139954,33.64471858,72.98821666
-1,47,2,6,pine,C:\Users\jadoo\Downloads\nust_28.jpg,Pinaceae,08/12/2023 0:00,28.5282993,33.8616982,27.3150005,37.8146019,11519.5,92.0154037,18.9547997,321.8139954,33.64473691,72.98817043
-1,48,2,6,pine,C:\Users\jadoo\Downloads\nust_28.jpg,Pinaceae,08/12/2023 0:00,28.5282993,33.8616982,27.3150005,37.8146019,11519.5,92.0154037,18.9547997,321.8139954,33.64475597,72.98812562
-1,49,2,6,pine,C:\Users\jadoo\Downloads\nust_28.jpg,Pinaceae,08/12/2023 0:00,28.5256996,33.8975983,27.2936993,37.846199,11089.7002,92.0154037,13.4031,328.9899902,33.64477496,72.98807893
-1,50,2,6,pine,C:\Users\jadoo\Downloads\nust_28.jpg,Pinaceae,08/12/2023 0:00,28.5256996,33.8975983,27.2936993,37.846199,11089.7002,92.0154037,13.4031,328.9899902,33.64479374,72.98803734
-1,51,1,6,pine,files/20231218101357803_QFieldCamera20231218_1513588800491139389086829,Moraceae,18/12/2023 0:00,28.4815998,33.5974007,27.3556995,37.9665985,10659.90039,92.0154037,18.9547997,344.9830017,33.64486451,72.98870406
-1,52,2,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4815998,33.5974007,27.3556995,37.9665985,10659.90039,92.0154037,18.9547997,344.9830017,33.64484674,72.98869372
-1,53,3,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4815998,33.5974007,27.3556995,37.9665985,10659.90039,92.0154037,18.9547997,344.9830017,33.64481511,72.98867747
-1,54,4,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4815998,33.5974007,27.3556995,37.9665985,10659.90039,92.0154037,18.9547997,344.9830017,33.64479828,72.98866552
-1,55,5,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4668999,33.6878014,27.3094006,38.1646004,10745.7998,92.0154037,21.1921005,336.1480103,33.64477243,72.98865047
-1,56,6,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4668999,33.6878014,27.3094006,38.1646004,10316,92.0154037,13.4031,332.7909851,33.6447311,72.98862859
-1,57,7,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4640999,33.7942009,27.2814007,38.2332993,10316,92.0154037,13.4031,332.7909851,33.6447109,72.98861683
-1,58,8,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4640999,33.7942009,27.2814007,38.2332993,11863.40039,92.0154037,21.1921005,323.8999939,33.64469185,72.98860683
-1,59,8,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4668999,33.6878014,27.3094006,38.1646004,10917.7998,184.0310059,9.4774103,341.7130127,33.6447841,72.98862483
-1,60,10,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4815998,33.7061996,27.3300991,38.026001,10316,92.0154037,13.4031,332.7909851,33.64474197,72.98860247
-1,61,11,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4815998,33.5974007,27.3556995,37.9665985,10659.90039,92.0154037,18.9547997,344.9830017,33.64486215,72.98863565
-1,62,12,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4815998,33.7061996,27.3300991,38.026001,10917.7998,184.0310059,9.4774103,341.7130127,33.6447957,72.98858075
-1,63,13,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.4971008,33.6170998,27.3784008,37.8186989,10917.7998,184.0310059,9.4774103,341.7130127,33.64485465,72.9885454
-1,64,14,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5116997,33.6427002,27.3915005,37.7100983,10831.7998,184.0310059,0,338.677002,33.64485498,72.98849312
-1,65,15,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5116997,33.6427002,27.3915005,37.7100983,10831.7998,184.0310059,0,338.677002,33.64483168,72.98845632
-1,66,16,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5254002,33.6738014,27.3941994,37.6436996,10831.7998,184.0310059,0,338.677002,33.64479687,72.98843508
-1,67,17,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5254002,33.6738014,27.3941994,37.6436996,10230,184.0310059,9.4774103,335.8800049,33.6448233,72.9883756
-1,68,18,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5254002,33.6738014,27.3941994,37.6436996,10659.90039,184.0310059,9.4774103,344.9830017,33.64486296,72.98839291
-1,69,18,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5254002,33.6738014,27.3941994,37.6436996,10659.90039,184.0310059,9.4774103,344.9830017,33.64487067,72.98841556
-1,70,19,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5375004,33.7098007,27.3873997,37.6161995,9714.240234,184.0310059,0,342.5010071,33.64487593,72.98830656
-1,71,20,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5664005,33.6721992,27.4108009,37.4500008,8596.679688,184.0310059,0,340.2640076,33.6449096,72.98821901
-1,72,21,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5718994,33.7270012,27.3467999,37.5213013,7393.140137,184.0310059,9.4774103,345.8930054,33.64497163,72.98799034
-1,73,22,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg,moraceae,18/12/2023 0:00,28.5596008,33.7980995,27.3255997,37.6271019,9284.410156,184.0310059,13.4031,336.5480042,33.64492087,72.98798879
-1,74,23,7,amstel king,C:\Users\jadoo\Downloads\nust_33.jpg, ,18/12/2023 0:00,28.5396996,33.8652,27.2992992,37.7518997,9284.410156,184.0310059,13.4031,336.5480042,33.64486846,72.98800672
-1,75,24,8,kangi palm,C:\Users\jadoo\Downloads\nust_31.jpg,cycadaceae,18/12/2023 0:00,28.5718994,33.7270012,27.3467999,37.5213013,7393.140137,184.0310059,9.4774103,345.8930054,33.64499147,72.98795492
-1,76,25,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaeae,14/08/1872 0:00:00,28.5718994,33.7270012,27.3467999,37.5213013,7393.140137,184.0310059,9.4774103,345.8930054,33.64500376,72.98799674
-1,77,26,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaeae,18/12/2023 0:00,28.5760002,33.719799,27.3857002,37.4956017,8080.879883,184.0310059,0,349.5100098,33.6449473,72.98813416
-1,78,27,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaceae,18/12/2023 0:00,28.5664005,33.6721992,27.4108009,37.4500008,9714.240234,184.0310059,0,342.5010071,33.64488945,72.98825821
-1,79,28,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaceae,18/12/2023 0:00,28.5664005,33.6721992,27.4108009,37.4500008,9714.240234,184.0310059,0,342.5010071,33.6448907,72.9882848
-1,80,29,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaceae,18/12/2023 0:00,28.5375004,33.7098007,27.3873997,37.6161995,10659.90039,184.0310059,9.4774103,333.3299866,33.64483435,72.98831466
-1,81,30,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arececaea,18/12/2023 0:00,28.5074005,33.7579994,27.3467007,37.8493996,11261.59961,92.0154037,9.4774103,329.6719971,33.64474903,72.98843211
-1,82,31,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaceae,18/12/2023 0:00,28.4951992,33.7298012,27.3425999,37.9203987,11261.59961,92.0154037,9.4774103,329.6719971,33.64473755,72.98848613
-1,83,32,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaceae,18/12/2023 0:00,28.4951992,33.7298012,27.3425999,37.9203987,11261.59961,92.0154037,9.4774103,329.6719971,33.64475532,72.98852425
-1,84,33,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaceae,18/12/2023 0:00,28.4815998,33.7061996,27.3300991,38.026001,10917.7998,184.0310059,9.4774103,341.7130127,33.64478375,72.98855552
-1,85,34,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaceae,18/12/2023 0:00,28.5116997,33.6427002,27.3915005,37.7100983,10831.7998,184.0310059,0,338.677002,33.64485045,72.98848392
-1,86,35,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaceae,18/12/2023 0:00,28.5116997,33.6427002,27.3915005,37.7100983,10831.7998,184.0310059,0,338.677002,33.64483705,72.98851942
-1,87,36,9,phoenix palm,C:\Users\jadoo\Downloads\nust_32.jpg,arecaceae,18/12/2023 0:00,28.5102005,33.5265999,27.4263,37.6123009,10745.7998,184.0310059,9.4774103,350.6640015,33.64489365,72.98856242
-1,88,37,8,kangi palm,C:\Users\jadoo\Downloads\nust_31.jpg,cycadaceae,18/12/2023 0:00,28.4764996,33.8157005,27.2936993,38.1296005,12809,92.0154037,18.9547997,320.6950073,33.64463867,72.9885346
-1,89,38,8,kangi palm,C:\Users\jadoo\Downloads\nust_31.jpg,cycadaceae,18/12/2023 0:00,28.4640999,33.7942009,27.2814007,38.2332993,11863.40039,92.0154037,21.1921005,323.8999939,33.64466042,72.98854282
-1,90,39,8,kangi palm,C:\Users\jadoo\Downloads\nust_31.jpg,cycadaceae,14/08/1872 0:00:00,28.4764996,33.8157005,27.2936993,38.1296005,12809,92.0154037,18.9547997,320.6950073,33.64465528,72.98851217
-1,91,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.7653008,35.9831009,25.6201,43.8874016,7737.009766,0,85.2966995,161.1159973,33.64186043,72.98573777
-1,92,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.7395992,36.0183983,25.6117992,43.9566994,7135.240234,0,93.3416977,151.9340057,33.64178691,72.98579029
-1,93,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.7395992,36.0183983,25.6117992,43.9566994,7479.109863,0,85.2966995,151.6390076,33.64182944,72.98576061
-1,94,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.7269001,36.0331001,25.5844994,44.0747986,7135.240234,0,93.3416977,151.9340057,33.64175,72.98581442
-1,95,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.7269001,36.0331001,25.5844994,44.0747986,6791.370117,0,84.7685013,152.8190002,33.64171901,72.98583726
-1,96,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.7091007,36.0555,25.6018009,44.0320015,6189.609863,0,84.7685013,143.4190063,33.64168045,72.98586236
-1,97,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.6949005,36.0702019,25.5737991,44.1517982,6017.669922,0,80.9749985,144.977005,33.64164054,72.98589271
-1,98,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.6949005,36.0702019,25.5737991,44.1517982,6017.669922,0,80.9749985,144.977005,33.64160131,72.98592044
-1,99,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.6585007,36.1086998,25.5606995,44.2346001,6447.509766,0,74.0210037,147.1289978,33.64156373,72.98594719
-1,100,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.6585007,36.1086998,25.5606995,44.2346001,6361.540039,0,68.9965973,137.9929962,33.64152548,72.98597657
-1,101,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.6434994,36.1211014,25.5319996,44.3554001,6361.540039,0,68.9965973,137.9929962,33.64149711,72.98600008
-1,102,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.6179008,36.1486015,25.5454998,44.3228989,7651.040039,0,67.0154037,140.8919983,33.6414567,72.98603175
-1,103,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.6019001,36.1604996,25.5161991,44.4449997,7565.069824,0,57.6487999,132.0050049,33.64141649,72.98605783
-1,104,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.6019001,36.1604996,25.5161991,44.4449997,7994.910156,0,56.8644981,135.6959991,33.64137427,72.98609179
-1,105,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.5564003,36.2010002,25.4983006,44.5396996,7994.910156,0,56.8644981,135.6959991,33.64133936,72.98611637
-1,106,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.5564003,36.2010002,25.4983006,44.5396996,8510.709961,0,56.8644981,139.9320068,33.64131032,72.98614251
-1,107,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.5403996,36.2100983,25.4685993,44.6621017,8596.679688,0,47.3871002,131.6640015,33.64125529,72.98617738
-1,108,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.5072994,36.2424011,25.4783001,44.6394005,8940.540039,92.0154037,48.3255005,136.6849976,33.64122362,72.98620285
-1,109,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.5072994,36.2424011,25.4783001,44.6394005,8940.540039,92.0154037,48.3255005,136.6849976,33.64118836,72.986226
-1,110,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.4908009,36.2510986,25.4482002,44.7625999,8940.540039,92.0154037,48.3255005,136.6849976,33.64115999,72.98624951
-1,111,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.4549007,36.2845001,25.4563007,44.7438011,9886.179688,184.0310059,37.9095993,134.6990051,33.64113064,72.98627137
-1,112,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.4549007,36.2845001,25.4563007,44.7438011,9886.179688,184.0310059,37.9095993,134.6990051,33.64113064,72.98627137
-1,113,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.4549007,36.2845001,25.4563007,44.7438011,9886.179688,184.0310059,37.9095993,134.6990051,33.64109898,72.98629684
-1,114,1,10,sukhchain tree,C:\Users\jadoo\Downloads\nust_67.jpg, ,26/12/2023 0:00,27.4381008,36.2933006,25.4258995,44.8676987,12207.2998,184.0310059,28.4321995,140.8919983,33.6410667,72.98631376
-1,115,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.7644997,35.9353981,25.2842007,45.2078018,2149.169922,92.0154037,13.4031,216.5330048,33.6410817,72.98527045
-1,116,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.7779999,35.911499,25.2700005,45.2494011,2149.169922,92.0154037,9.4774103,229.0319977,33.64104969,72.98521371
-1,117,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.7779999,35.911499,25.2700005,45.2494011,2149.169922,92.0154037,9.4774103,229.0319977,33.64102504,72.98517785
-1,118,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.7859993,35.8927994,25.2332001,45.3907013,2664.969971,92.0154037,13.4031,237.6920013,33.64100583,72.98514549
-1,119,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.7859993,35.8927994,25.2332001,45.3907013,2664.969971,92.0154037,13.4031,237.6920013,33.64098984,72.9851129
-1,120,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.7952995,35.8709984,25.2194004,45.4343987,1805.300049,92.0154037,9.4774103,241.628006,33.64095862,72.98504896
-1,121,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.7952995,35.8709984,25.2194004,45.4343987,3008.840088,92.0154037,9.4774103,250.2109985,33.64093917,72.98501337
-1,122,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.8005009,35.8540993,25.1842995,45.5737991,3008.840088,92.0154037,9.4774103,250.2109985,33.6409207,72.98498226
-1,123,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.8005009,35.8540993,25.1842995,45.5737991,3008.840088,92.0154037,9.4774103,250.2109985,33.6409037,72.98495363
-1,124,2,11,bakain,C:\Users\jadoo\Downloads\nust_5.jpg,Meliaceae,26/12/2023 0:00,27.8005009,35.8540993,25.1842995,45.5737991,3266.73999,92.0154037,13.4031,258.8569946,33.6408857,72.98492897
-1,125,3,12,ritha,C:\Users\jadoo\Downloads\nust_25.jpg,sapindaceae,26/12/2023 0:00,27.7852993,35.9026985,25.3164997,45.0477982,2407.070068,92.0154037,21.1921005,212.9779968,33.64121322,72.98524507
-1,126,3,12,ritha,C:\Users\jadoo\Downloads\nust_25.jpg,sapindaceae,26/12/2023 0:00,27.7852993,35.9026985,25.3164997,45.0477982,2922.870117,0,34.171299,218.8029938,33.64124313,72.98522101
-1,127,3,12,ritha,C:\Users\jadoo\Downloads\nust_25.jpg,sapindaceae,26/12/2023 0:00,27.7889004,35.898201,25.3397999,44.9459991,2922.870117,0,34.171299,218.8029938,33.64129877,72.98518172
-1,128,3,12,ritha,C:\Users\jadoo\Downloads\nust_25.jpg,sapindaceae,26/12/2023 0:00,27.7996998,35.8717995,25.3465996,44.8942986,5072.040039,0,42.3843002,216.1179962,33.64134931,72.98514769
-1,129,3,12,ritha,C:\Users\jadoo\Downloads\nust_25.jpg,sapindaceae,26/12/2023 0:00,27.8045998,35.8511009,25.3299999,44.9468002,6705.410156,0,55.2622986,223.0720062,33.64141857,72.98508449
-1,130,3,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_36.jpg,fabaceae,26/12/2023 0:00,27.8057995,35.8471985,25.3521004,44.8476982,6705.410156,0,55.2622986,223.0720062,33.6414598,72.98504687
-1,131,3,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_36.jpg,fabaceae,26/12/2023 0:00,27.8057995,35.8471985,25.3521004,44.8476982,8424.740234,0,68.342598,230.5950012,33.64149278,72.98501677
-1,132,3,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_36.jpg,fabaceae,26/12/2023 0:00,27.8071995,35.8278999,25.3348999,44.903801,8424.740234,0,68.342598,230.5950012,33.64147845,72.98498451
-1,133,3,5,Cassia glauca,C:\Users\jadoo\Downloads\nust_36.jpg,fabaceae,26/12/2023 0:00,27.8071995,35.8278999,25.3348999,44.903801,6963.310059,0,59.9403992,232.3419952,33.64146097,72.98495211
